				In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone
Medium	Trial     1	C4	0:29:00-0:30:00	60	1	60	100	6.86	2	13.72	22.8667	23.14	2	46.28	77.1333
Medium	Trial     1	C4	0:30:00-0:31:00	60	1	60	100	2.94444	18	53	88.3333	0.411765	17	7	11.6667
Medium	Trial     1	C4	0:31:00-0:32:00	60	1	60	100	3.00211	19	57.04	95.0667	0.164444	18	2.96	4.93333
Medium	Trial     1	C4	0:32:00-0:33:00	60	1	60	100	4.97778	9	44.8	74.6667	1.68889	9	15.2	25.3333
Medium	Trial     1	C4	0:33:00-0:34:00	60	1	60	100	20.2	1	20.2	33.6667	19.9	2	39.8	66.3333
Medium	Trial     1	C4	0:34:00-0:35:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     1	C4	0:35:00-0:36:00	29.94	2	59.88	99.8	2.368	5	11.84	19.7333	12.01	4	48.04	80.0667
Medium	Trial     1	C4	0:36:00-0:37:00	60	1	60	100	4.265	8	34.12	56.8667	3.235	8	25.88	43.1333
Medium	Trial     1	C4	0:37:00-0:38:00	60	1	60	100	3.38	2	6.76	11.2667	17.7467	3	53.24	88.7333
Medium	Trial     1	C4	0:38:00-0:39:00	28.22	2	56.44	94.0667	3.66545	11	40.32	67.2	1.612	10	16.12	26.8667
Medium	Trial     1	C4	0:39:00-0:40:00	29.96	2	59.92	99.8667	1.54	2	3.08	5.13333	18.9467	3	56.84	94.7333
Medium	Trial     1	C4	0:40:00-0:41:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     1	C4	0:41:00-0:42:00	60	1	60	100	15.8267	3	47.48	79.1333	3.13	4	12.52	20.8667
Medium	Trial     1	C4	0:42:00-0:43:00	60	1	60	100	8.42	2	16.84	28.0667	21.58	2	43.16	71.9333
Medium	Trial     1	C4	0:43:00-0:44:00	60	1	60	100	9.42	2	18.84	31.4	41.16	1	41.16	68.6
Medium	Trial     1	C4	0:44:00-0:45:00	60	1	60	100	7.376	5	36.88	61.4667	5.78	4	23.12	38.5333
Medium	Trial     2	A1	Start-0:01:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:01:00-0:02:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:02:00-0:03:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:03:00-0:04:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:04:00-0:05:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:05:00-0:06:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:06:00-0:07:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:07:00-0:08:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:08:00-0:09:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:09:00-0:10:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:10:00-0:11:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:11:00-0:12:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:12:00-0:13:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:13:00-0:14:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:14:00-0:15:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	A1	0:15:00-0:16:00	55.08	1	55.08	91.8	18.3333	3	55	91.6667	0.04	2	0.08	0.133333
Medium	Trial     2	A1	0:16:00-0:17:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Medium	Trial     2	A1	0:17:00-0:18:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:18:00-0:19:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:19:00-0:20:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:20:00-0:21:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:21:00-0:22:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:22:00-0:23:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:23:00-0:24:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:24:00-0:25:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Medium	Trial     2	A1	0:25:00-0:26:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:26:00-0:27:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:27:00-0:28:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:28:00-0:29:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	A1	0:30:00-0:31:00	60	1	60	100	6.18	2	12.36	20.6	23.82	2	47.64	79.4
Medium	Trial     2	A1	0:31:00-0:32:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	A1	0:32:00-0:33:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	A1	0:33:00-0:34:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	A1	0:34:00-0:35:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	A1	0:35:00-0:36:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	A1	0:36:00-0:37:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	A1	0:37:00-0:38:00	29.96	2	59.92	99.8667	NA	0	0	0	29.96	2	59.92	99.8667
Medium	Trial     2	A1	0:38:00-0:39:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	A1	0:39:00-0:40:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	A1	0:40:00-0:41:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	A1	0:41:00-0:42:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	A1	0:42:00-0:43:00	60	1	60	100	6.2	3	18.6	31	13.8	3	41.4	69
Medium	Trial     2	A1	0:43:00-0:44:00	60	1	60	100	3.16	3	9.48	15.8	16.84	3	50.52	84.2
Medium	Trial     2	A1	0:44:00-0:45:00	13.84	4	55.36	92.2667	3.34	8	26.72	44.5333	4.77333	6	28.64	47.7333
Medium	Trial     2	B1	Start-0:01:00	60	1	60	100	14.38	2	28.76	47.9333	15.62	2	31.24	52.0667
Medium	Trial     2	B1	0:01:00-0:02:00	60	1	60	100	11.52	1	11.52	19.2	48.48	1	48.48	80.8
Medium	Trial     2	B1	0:02:00-0:03:00	60	1	60	100	14.86	2	29.72	49.5333	15.14	2	30.28	50.4667
Medium	Trial     2	B1	0:03:00-0:04:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	B1	0:04:00-0:05:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	B1	0:05:00-0:06:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	B1	0:06:00-0:07:00	60	1	60	100	18.56	3	55.68	92.8	1.44	3	4.32	7.2
Medium	Trial     2	B1	0:07:00-0:08:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	B1	0:08:00-0:09:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	B1	0:09:00-0:10:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	B1	0:10:00-0:11:00	60	1	60	100	43.6	1	43.6	72.6667	16.4	1	16.4	27.3333
Medium	Trial     2	B1	0:11:00-0:12:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	B1	0:12:00-0:13:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	B1	0:13:00-0:14:00	29.98	2	59.96	99.9333	29.98	2	59.96	99.9333	NA	0	0	0
Medium	Trial     2	B1	0:14:00-0:15:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
Medium	Trial     2	B1	0:15:00-0:16:00	60	1	60	100	2.88211	19	54.76	91.2667	0.291111	18	5.24	8.73333
Medium	Trial     2	B1	0:16:00-0:17:00	29.94	2	59.88	99.8	4.29091	11	47.2	78.6667	1.05333	12	12.64	21.0667
Medium	Trial     2	B1	0:17:00-0:18:00	60	1	60	100	8.64	5	43.2	72	3.36	5	16.8	28
Medium	Trial     2	B1	0:18:00-0:19:00	60	1	60	100	0.44	1	0.44	0.733333	59.56	1	59.56	99.2667
Medium	Trial     2	B1	0:19:00-0:20:00	60	1	60	100	2.42571	14	33.96	56.6	1.736	15	26.04	43.4
Medium	Trial     2	B1	0:20:00-0:21:00	60	1	60	100	3.3	12	39.6	66	1.69667	12	20.36	33.9333
Medium	Trial     2	B1	0:21:00-0:22:00	60	1	60	100	3.828	10	38.28	63.8	2.172	10	21.72	36.2
Medium	Trial     2	B1	0:22:00-0:23:00	60	1	60	100	6.66	4	26.64	44.4	8.34	4	33.36	55.6
Medium	Trial     2	B1	0:23:00-0:24:00	60	1	60	100	1.10667	6	6.64	11.0667	7.62286	7	53.36	88.9333
Medium	Trial     2	B1	0:24:00-0:25:00	29.94	2	59.88	99.8	2.952	5	14.76	24.6	7.52	6	45.12	75.2
Medium	Trial     2	B1	0:25:00-0:26:00	60	1	60	100	2.87556	9	25.88	43.1333	3.79111	9	34.12	56.8667
Medium	Trial     2	B1	0:26:00-0:27:00	60	1	60	100	3.66	4	14.64	24.4	11.34	4	45.36	75.6
Medium	Trial     2	B1	0:27:00-0:28:00	60	1	60	100	4.10667	3	12.32	20.5333	9.52	5	47.6	79.3333
Medium	Trial     2	B1	0:28:00-0:29:00	60	1	60	100	2.36	10	23.6	39.3333	3.64	10	36.4	60.6667
Medium	Trial     2	B1	0:29:00-0:30:00	60	1	60	100	3.36	8	26.88	44.8	4.14	8	33.12	55.2
Medium	Trial     2	B1	0:30:00-0:31:00	60	1	60	100	11.456	5	57.28	95.4667	0.544	5	2.72	4.53333
Medium	Trial     2	B1	0:31:00-0:32:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	B1	0:32:00-0:33:00	60	1	60	100	5.69778	9	51.28	85.4667	1.09	8	8.72	14.5333
Medium	Trial     2	B1	0:33:00-0:34:00	60	1	60	100	11.29	4	45.16	75.2667	3.71	4	14.84	24.7333
Medium	Trial     2	B1	0:34:00-0:35:00	60	1	60	100	5.928	5	29.64	49.4	6.072	5	30.36	50.6
Medium	Trial     2	B1	0:35:00-0:36:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	B1	0:36:00-0:37:00	60	1	60	100	13.32	4	53.28	88.8	2.24	3	6.72	11.2
Medium	Trial     2	B1	0:37:00-0:38:00	29.96	2	59.92	99.8667	2.66	6	15.96	26.6	8.792	5	43.96	73.2667
Medium	Trial     2	B1	0:38:00-0:39:00	60	1	60	100	2.18133	15	32.72	54.5333	1.81867	15	27.28	45.4667
Medium	Trial     2	B1	0:39:00-0:40:00	60	1	60	100	3.23636	11	35.6	59.3333	2.44	10	24.4	40.6667
Medium	Trial     2	B1	0:40:00-0:41:00	60	1	60	100	2.80533	15	42.08	70.1333	1.28	14	17.92	29.8667
Medium	Trial     2	B1	0:41:00-0:42:00	60	1	60	100	3.905	8	31.24	52.0667	4.10286	7	28.72	47.8667
Medium	Trial     2	B1	0:42:00-0:43:00	60	1	60	100	6.384	5	31.92	53.2	7.01	4	28.04	46.7333
Medium	Trial     2	B1	0:43:00-0:44:00	60	1	60	100	13.3467	3	40.04	66.7333	6.65333	3	19.96	33.2667
Medium	Trial     2	B1	0:44:00-0:45:00	29.96	2	59.92	99.8667	2.77778	9	25	41.6667	4.365	8	34.92	58.2
Medium	Trial     2	C1	Start-0:01:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     2	C1	0:01:00-0:02:00	0.16	2	0.32	0.533333	0.16	2	0.32	0.533333	NA	0	0	0
Medium	Trial     2	C1	0:02:00-0:03:00	8.12	2	16.24	27.0667	8.12	2	16.24	27.0667	NA	0	0	0
Medium	Trial     2	C1	0:03:00-0:04:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:04:00-0:05:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:05:00-0:06:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:06:00-0:07:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:07:00-0:08:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:08:00-0:09:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:09:00-0:10:00	60	1	60	100	18.76	3	56.28	93.8	1.24	3	3.72	6.2
Medium	Trial     2	C1	0:10:00-0:11:00	60	1	60	100	19.3733	3	58.12	96.8667	0.626667	3	1.88	3.13333
Medium	Trial     2	C1	0:11:00-0:12:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:12:00-0:13:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:13:00-0:14:00	29.98	2	59.96	99.9333	29.98	2	59.96	99.9333	NA	0	0	0
Medium	Trial     2	C1	0:14:00-0:15:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:15:00-0:16:00	60	1	60	100	29.68	2	59.36	98.9333	0.64	1	0.64	1.06667
Medium	Trial     2	C1	0:16:00-0:17:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Medium	Trial     2	C1	0:17:00-0:18:00	60	1	60	100	7.68571	7	53.8	89.6667	0.885714	7	6.2	10.3333
Medium	Trial     2	C1	0:18:00-0:19:00	60	1	60	100	29.08	2	58.16	96.9333	1.84	1	1.84	3.06667
Medium	Trial     2	C1	0:19:00-0:20:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:20:00-0:21:00	60	1	60	100	59.72	1	59.72	99.5333	0.28	1	0.28	0.466667
Medium	Trial     2	C1	0:21:00-0:22:00	60	1	60	100	13.92	4	55.68	92.8	1.08	4	4.32	7.2
Medium	Trial     2	C1	0:22:00-0:23:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:23:00-0:24:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:24:00-0:25:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Medium	Trial     2	C1	0:25:00-0:26:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:26:00-0:27:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:27:00-0:28:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:28:00-0:29:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     2	C1	0:30:00-0:31:00	60	1	60	100	13.99	4	55.96	93.2667	1.33333	3	4	6.66667
Medium	Trial     2	C1	0:31:00-0:32:00	60	1	60	100	2.81067	15	42.16	70.2667	1.27429	14	17.84	29.7333
Medium	Trial     2	C1	0:32:00-0:33:00	60	1	60	100	2.93067	15	43.96	73.2667	1.06933	15	16.04	26.7333
Medium	Trial     2	C1	0:33:00-0:34:00	60	1	60	100	6.235	8	49.88	83.1333	1.265	8	10.12	16.8667
Medium	Trial     2	C1	0:34:00-0:35:00	60	1	60	100	0.512727	11	5.64	9.4	4.94182	11	54.36	90.6
Medium	Trial     2	C1	0:35:00-0:36:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	C1	0:36:00-0:37:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	C1	0:37:00-0:38:00	29.96	2	59.92	99.8667	NA	0	0	0	29.96	2	59.92	99.8667
Medium	Trial     2	C1	0:38:00-0:39:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	C1	0:39:00-0:40:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	C1	0:40:00-0:41:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	C1	0:41:00-0:42:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	C1	0:42:00-0:43:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	C1	0:43:00-0:44:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     2	C1	0:44:00-0:45:00	29.96	2	59.92	99.8667	NA	0	0	0	29.96	2	59.92	99.8667
Medium	Trial     3	A3	Start-0:01:00	29.96	2	59.92	99.8667	14.5	4	58	96.6667	0.96	2	1.92	3.2
Medium	Trial     3	A3	0:01:00-0:02:00	60	1	60	100	27.98	2	55.96	93.2667	4.04	1	4.04	6.73333
Medium	Trial     3	A3	0:02:00-0:03:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:03:00-0:04:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:04:00-0:05:00	60	1	60	100	2.20706	17	37.52	62.5333	1.405	16	22.48	37.4667
Medium	Trial     3	A3	0:05:00-0:06:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:06:00-0:07:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:07:00-0:08:00	19.96	3	59.88	99.8	19.96	3	59.88	99.8	NA	0	0	0
Medium	Trial     3	A3	0:08:00-0:09:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:09:00-0:10:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:10:00-0:11:00	60	1	60	100	59.12	1	59.12	98.5333	0.88	1	0.88	1.46667
Medium	Trial     3	A3	0:11:00-0:12:00	60	1	60	100	5.26	8	42.08	70.1333	1.98667	9	17.88	29.8
Medium	Trial     3	A3	0:12:00-0:13:00	60	1	60	100	4.296	10	42.96	71.6	1.88889	9	17	28.3333
Medium	Trial     3	A3	0:13:00-0:14:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:14:00-0:15:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:15:00-0:16:00	17.66	2	35.32	58.8667	17.66	2	35.32	58.8667	NA	0	0	0
Medium	Trial     3	A3	0:16:00-0:17:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     3	A3	0:17:00-0:18:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     3	A3	0:18:00-0:19:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     3	A3	0:19:00-0:20:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     3	A3	0:20:00-0:21:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     3	A3	0:21:00-0:22:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Medium	Trial     3	A3	0:22:00-0:23:00	21.24	1	21.24	35.4	1.09333	6	6.56	10.9333	2.936	5	14.68	24.4667
Medium	Trial     3	A3	0:23:00-0:24:00	60	1	60	100	3.24615	13	42.2	70.3333	1.48333	12	17.8	29.6667
Medium	Trial     3	A3	0:24:00-0:25:00	60	1	60	100	5.08	7	35.56	59.2667	4.07333	6	24.44	40.7333
Medium	Trial     3	A3	0:25:00-0:26:00	60	1	60	100	5.88	7	41.16	68.6	3.14	6	18.84	31.4
Medium	Trial     3	A3	0:26:00-0:27:00	14.4	4	57.6	96	8.17333	6	49.04	81.7333	4.26	2	8.52	14.2
Medium	Trial     3	A3	0:27:00-0:28:00	60	1	60	100	1.87619	21	39.4	65.6667	0.980952	21	20.6	34.3333
Medium	Trial     3	A3	0:28:00-0:29:00	60	1	60	100	14.4133	3	43.24	72.0667	5.58667	3	16.76	27.9333
Medium	Trial     3	A3	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:30:00-0:31:00	10.66	2	21.32	35.5333	6.44	3	19.32	32.2	2	1	2	3.33333
Medium	Trial     3	A3	0:31:00-0:32:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:32:00-0:33:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:33:00-0:34:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Medium	Trial     3	A3	0:34:00-0:35:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:35:00-0:36:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:36:00-0:37:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:37:00-0:38:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:38:00-0:39:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:39:00-0:40:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:40:00-0:41:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Medium	Trial     3	A3	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:43:00-0:44:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	A3	0:44:00-0:45:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	Start-0:01:00	3.26667	3	9.8	16.3333	4.48	2	8.96	14.9333	0.42	2	0.84	1.4
Medium	Trial     3	C3	0:01:00-0:02:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:02:00-0:03:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:03:00-0:04:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:04:00-0:05:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:05:00-0:06:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:06:00-0:07:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:07:00-0:08:00	19.96	3	59.88	99.8	19.96	3	59.88	99.8	NA	0	0	0
Medium	Trial     3	C3	0:08:00-0:09:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:09:00-0:10:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:10:00-0:11:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:11:00-0:12:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:12:00-0:13:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:13:00-0:14:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:14:00-0:15:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:15:00-0:16:00	60	1	60	100	4.29333	3	12.88	21.4667	15.7067	3	47.12	78.5333
Medium	Trial     3	C3	0:16:00-0:17:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     3	C3	0:17:00-0:18:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     3	C3	0:18:00-0:19:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     3	C3	0:19:00-0:20:00	60	1	60	100	NA	0	0	0	60	1	60	100
Medium	Trial     3	C3	0:20:00-0:21:00	60	1	60	100	59.52	1	59.52	99.2	0.48	1	0.48	0.8
Medium	Trial     3	C3	0:21:00-0:22:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:22:00-0:23:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:23:00-0:24:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:24:00-0:25:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:25:00-0:26:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:26:00-0:27:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:27:00-0:28:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:28:00-0:29:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:30:00-0:31:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Medium	Trial     3	C3	0:31:00-0:32:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:32:00-0:33:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:33:00-0:34:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Medium	Trial     3	C3	0:34:00-0:35:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:35:00-0:36:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:36:00-0:37:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:37:00-0:38:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:38:00-0:39:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:39:00-0:40:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:40:00-0:41:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Medium	Trial     3	C3	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:43:00-0:44:00	60	1	60	100	60	1	60	100	NA	0	0	0
Medium	Trial     3	C3	0:44:00-0:45:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
Medium	Trial     3	C4	Start-0:01:00	0.192	5	0.96	1.6	0.192	5	0.96	1.6	NA	0	0	0
Medium	Trial     3	C4	0:01:00-0:02:00	15.3333	3	46	76.6667	15.3333	3	46	76.6667	NA	0	0	0
Medium	Trial     3	C4	0:02:00-0:03:00	60	1	60	100	26.44	2	52.88	88.1333	7.12	1	7.12	11.8667
Medium	Trial     3	C4	0:03:00-0:04:00	60	1	60	100	60	1	60	100	NA	0	0	0
